id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
7714,Ben Osborn,6,348,0,0.18892309069633484,0,0.6635999213904142,3,4,0,0,M S,Sheffield United,0,0.18892309069633484,1.0220007728785276,0.7588583528995514
7722,Trézéguet,6,480,0,0.6974578015506268,1,1.563674621284008,10,7,0,0,F M S,Aston Villa,0,0.6974578015506268,2.3424622118473053,0.9125558882951736
7983,Daniel N&#039;Lundulu,1,1,0,0,0,0,0,0,0,0,S,Southampton,0,0,0,0
8016,Matthew Longstaff,1,28,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0,0
8020,Steven Alzate,5,357,0,0.16270331293344498,0,0.7968758940696716,3,7,1,0,M S,Brighton,0,0.16270331293344498,2.156951330602169,1.7628435865044594
8026,Raphinha,3,54,0,0.1490810289978981,0,0,2,0,0,0,S,Leeds,0,0.1490810289978981,0.544169008731842,0.544169008731842
8040,Marvelous Nakamba,2,8,0,0.022241635248064995,0,0,1,0,1,0,S,Aston Villa,0,0.022241635248064995,0.06734476238489151,0.045103128999471664
8045,Eric Garcia,2,180,0,0.013568151742219925,0,0.008322987705469131,1,1,0,0,D,Manchester City,0,0.013568151742219925,0.32397033274173737,0.31040216982364655
8089,Kieran Tierney,6,533,0,0.028408389538526535,0,0.2570231035351753,2,4,0,0,D M,Arsenal,0,0.028408389538526535,1.540265753865242,1.371569249778986
8109,Niels Nkounkou,1,70,0,0.016959821805357933,0,0,1,0,1,0,D,Everton,0,0.016959821805357933,0.030957642942667007,0.013997821137309074
8150,Anthony Gordon,1,31,0,0,0,0,0,0,0,0,S,Everton,0,0,0.13508430123329163,0.13508430123329163
8214,Tyrick Mitchell,6,540,0,0.11092577129602432,0,0,1,0,1,0,D,Crystal Palace,0,0.11092577129602432,1.4529134705662727,1.3419876173138618
8224,William Smallbone,2,111,0,0,0,0,0,0,0,0,M S,Southampton,0,0,0.024052973836660385,0.024052973836660385
8227,Oskar Buur,1,20,0,0,0,0,0,0,0,0,S,Wolverhampton Wanderers,0,0,0,0
8228,Nathaniel Phillips,1,90,0,0,0,0.026075469329953194,0,1,0,0,D,Liverpool,0,0,0.07326305657625198,0.04718758910894394
8239,Takumi Minamino,4,49,0,0.07247137278318405,0,0,1,0,0,0,S,Liverpool,0,0.07247137278318405,0.09191205352544785,0.019440678879618645
8286,Jack Robinson,3,252,0,0.5482074022293091,0,0,3,0,0,0,D S,Sheffield United,0,0.5482074022293091,0.5521871373057365,0.5521871373057365
8300,Steven Bergwijn,4,148,0,0.13875123113393784,0,0.17763302475214005,2,2,0,0,M S,Tottenham,0,0.13875123113393784,1.5242841765284538,1.3855328559875488
8323,Josh Brownhill,7,630,0,0.3095642328262329,0,0.4247122276574373,7,6,1,0,M,Burnley,0,0.3095642328262329,1.564671654254198,1.2204082645475864
8351,Ki-Jana Hoever,2,28,0,0,0,0.040102969855070114,0,1,0,0,S,Wolverhampton Wanderers,0,0,0.05436667427420616,0.05436667427420616
8456,Nathan Tella,3,42,0,0.024052973836660385,0,0,1,0,0,0,S,Southampton,0,0.024052973836660385,0.20925536379218102,0.18520238995552063
8562,Luke Thomas,1,90,0,0.06410790234804153,0,0,1,0,1,0,M,Leicester,0,0.06410790234804153,0.06410790234804153,0
8704,Marek Rodák,1,90,0,0,0,0,0,0,0,0,GK,Fulham,0,0,0.020527511835098267,0.020527511835098267
8715,Illan Meslier,8,720,0,0,0,0.042197324335575104,0,1,0,0,GK,Leeds,0,0,2.2377763194963336,2.195579002611339
8716,Luke Ayling,8,720,0,0.5228816941380501,0,1.3189552649855614,5,8,1,0,D,Leeds,0,0.5228816941380501,4.457697052508593,3.4843920804560184
8717,Pascal Struijk,4,260,0,0.1266293227672577,0,0.022440355271100998,1,1,1,0,D M,Leeds,0,0.1266293227672577,0.40301281958818436,0.40301281958818436
8719,Kalvin Phillips,5,450,0,0.053062308579683304,1,0.6810109131038189,2,10,2,0,M,Leeds,0,0.053062308579683304,1.0232723951339722,0.8003650233149529
8721,Jamie Shackleton,3,124,0,0,0,0.024378212168812752,0,1,0,0,M S,Leeds,0,0,1.1410966701805592,1.1410966701805592
8722,Ezgjan Alioski,6,254,0,0.4743404369801283,0,0.8410944640636444,6,4,0,0,D M S,Leeds,0,0.4743404369801283,1.5944597944617271,0.3738324176520109
8723,Ian Poveda-Ocampo,4,126,0,0.5484632253646851,0,0.08645950257778168,3,1,0,0,S,Leeds,0,0.5484632253646851,0.6632113829255104,0.02828865684568882
8756,Dara O&#039;Shea,4,360,0,0.029457706958055496,0,0.01633552275598049,1,1,0,0,D,West Bromwich Albion,0,0.029457706958055496,0.34219005331397057,0.3258545286953449
8757,Romaine Sawyers,6,344,0,0.05606544204056263,0,0.16727591305971146,2,3,1,0,M S,West Bromwich Albion,0,0.05606544204056263,0.4420313164591789,0.39415503293275833
8758,Kyle Edwards,4,109,0,0.11881578713655472,0,0.021378837525844574,2,1,0,0,M S,West Bromwich Albion,0,0.11881578713655472,0.19228214025497437,0.05208751931786537
8777,Vitinha,2,18,0,0,0,0.014263705350458622,0,1,0,0,S,Wolverhampton Wanderers,0,0,0.10632924176752567,0.09206553641706705
8778,Fabio Silva,3,38,0,0.10110302269458771,0,0.012110167182981968,2,1,0,0,S,Wolverhampton Wanderers,0,0.10110302269458771,0.1132131889462471,0.012110167182981968
8780,Joël Veltman,4,306,0,0,0,0.13665078580379486,0,3,0,0,D S,Brighton,0,0,0.6710092779248953,0.5343585070222616
8816,Liam Cooper,5,450,0,0.18649911880493164,0,0,2,0,1,0,D,Leeds,0,0.18649911880493164,2.912571981549263,2.912571981549263
8864,Matthew Cash,6,511,0,0.04971298202872276,0,0.20350390672683716,2,4,3,0,D,Aston Villa,0,0.04971298202872276,0.904802955687046,0.6770005747675896
8868,Liam Delap,1,39,0,0.06408517062664032,0,0,1,0,0,0,S,Manchester City,0,0.06408517062664032,0.06408517062664032,0
8905,Conor Townsend,5,450,0,0.05823642946779728,0,0.19040155783295631,2,3,0,0,D,West Bromwich Albion,0,0.05823642946779728,0.41001759469509125,0.21346712112426758
8918,Max Lowe,3,189,0,0.022947104647755623,0,0,1,0,0,0,D M,Sheffield United,0,0.022947104647755623,0.4758233204483986,0.4528762176632881
8919,Leif Davis,1,12,0,0,0,0,0,0,0,0,S,Leeds,0,0,0.2329990118741989,0.2329990118741989
8940,Antonee Robinson,5,450,0,0.05722904950380325,0,0.26855624467134476,1,7,0,0,D,Fulham,0,0.05722904950380325,2.177283562719822,1.9272438883781433
8941,Jacob Ramsey,1,9,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0,0
8961,Rúben Dias,4,360,0,0.08490262925624847,0,0,1,0,1,0,D,Manchester City,0,0.08490262925624847,2.165429040789604,2.165429040789604
8965,Vladimir Coufal,5,450,0,0.10235214233398438,1,0.259471882134676,1,5,2,0,D M,West Ham,0,0.10235214233398438,0.9639892578125,0.7119243144989014
8966,Filip Krovinovic,4,268,0,0.1392585039138794,0,0,4,0,0,0,M S,West Bromwich Albion,0,0.1392585039138794,0.3317294605076313,0.23161980509757996
9040,Conor Gallagher,3,270,0,0.0524396114051342,0,0.1497497446835041,2,3,1,0,M,West Bromwich Albion,0,0.0524396114051342,0.23325208574533463,0.1417628601193428
9098,Robert Sánchez,1,90,0,0,0,0,0,0,0,0,GK,Brighton,0,0,0,0
