h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.7993520000000001,1.87063,0.7993520000000001,1.87063,"{'att': 263, 'def': 16}","{'att': 142, 'def': 19}",6,4,0,1,0.579,l,2020-11-08 12:00:00,0,0,1,0,-1.0712780000000002
h,0.8614450000000001,1.65911,0.8614450000000001,1.65911,"{'att': 173, 'def': 27}","{'att': 266, 'def': 11}",5,10,0,2,0.6998,l,2020-09-12 19:00:00,0,0,1,0,-0.7976650000000001
a,2.06377,1.32902,2.06377,1.32902,"{'att': 420, 'def': 23}","{'att': 217, 'def': 17}",4,16,1,2,1.9438,l,2020-09-19 19:00:00,0,0,1,0,0.7347499999999998
h,3.05703,0.385152,3.05703,0.385152,"{'att': 370, 'def': 17}","{'att': 221, 'def': 27}",1,4,4,0,2.8669,w,2020-09-27 18:00:00,1,0,0,3,2.671878
a,2.03227,0.456022,2.03227,0.456022,"{'att': 376, 'def': 11}","{'att': 161, 'def': 22}",3,2,3,0,2.5276,w,2020-10-04 11:00:00,1,0,0,3,1.576248
a,1.49992,1.7760200000000002,1.49992,1.7760200000000002,"{'att': 307, 'def': 17}","{'att': 246, 'def': 20}",7,1,3,3,1.1232,d,2020-10-18 15:30:00,0,1,0,1,-0.2761
h,0.263739,0.8924559999999999,0.263739,0.8924559999999999,"{'att': 406, 'def': 20}","{'att': 157, 'def': 12}",2,13,1,1,0.6767000000000001,d,2020-10-24 11:30:00,0,1,0,1,-0.628717
a,0.269048,1.56302,0.269048,0.801848,"{'att': 460, 'def': 13}","{'att': 159, 'def': 23}",0,12,1,2,0.26940000000000003,l,2020-10-31 17:30:00,0,0,1,0,-0.5327999999999999
h,1.42614,1.84922,1.42614,1.08806,"{'att': 222, 'def': 20}","{'att': 303, 'def': 8}",6,5,1,0,1.0165,w,2020-11-07 20:00:00,1,0,0,3,0.33807999999999994
a,1.61307,0.949316,1.61307,0.949316,"{'att': 188, 'def': 6}","{'att': 247, 'def': 30}",3,10,2,0,1.9139,w,2020-09-14 17:00:00,1,0,0,3,0.663754
h,0.727677,2.07651,0.727677,1.31535,"{'att': 430, 'def': 14}","{'att': 228, 'def': 30}",3,9,1,3,0.42200000000000004,l,2020-09-21 19:15:00,0,0,1,0,-0.587673
a,0.385152,3.05703,0.385152,3.05703,"{'att': 221, 'def': 27}","{'att': 370, 'def': 17}",4,1,0,4,0.0847,l,2020-09-27 18:00:00,0,0,1,0,-2.671878
h,0.89359,0.969393,0.89359,0.969393,"{'att': 321, 'def': 22}","{'att': 297, 'def': 14}",2,6,1,0,1.2287,w,2020-10-04 13:00:00,1,0,0,3,-0.07580299999999995
a,0.6181909999999999,1.08332,0.6181909999999999,1.08332,"{'att': 312, 'def': 26}","{'att': 132, 'def': 24}",2,14,1,0,0.9133,w,2020-10-19 19:00:00,1,0,0,3,-0.465129
h,0.758626,0.253685,0.758626,0.253685,"{'att': 265, 'def': 26}","{'att': 407, 'def': 13}",5,4,1,1,1.7854,d,2020-10-25 16:30:00,0,1,0,1,0.5049410000000001
h,1.34895,0.802767,1.34895,0.802767,"{'att': 374, 'def': 27}","{'att': 234, 'def': 14}",8,4,2,0,1.82,w,2020-10-30 20:00:00,1,0,0,3,0.5461830000000001
a,0.57936,2.0545,0.57936,0.532166,"{'att': 261, 'def': 10}","{'att': 296, 'def': 20}",6,1,0,1,0.2718,l,2020-11-08 14:00:00,0,0,1,0,0.04719399999999997
a,2.1628700000000003,0.126327,2.1628700000000003,0.126327,"{'att': 307, 'def': 14}","{'att': 425, 'def': 13}",11,0,3,0,2.8937,w,2020-09-12 11:30:00,1,0,0,3,2.036543
h,1.32902,2.06377,1.32902,2.06377,"{'att': 217, 'def': 17}","{'att': 420, 'def': 23}",16,4,2,1,0.8155,w,2020-09-19 19:00:00,1,0,0,3,-0.7347499999999998
a,1.1781700000000002,2.73834,1.1781700000000002,2.73834,"{'att': 502, 'def': 14}","{'att': 256, 'def': 29}",3,11,1,3,0.3972,l,2020-09-28 19:15:00,0,0,1,0,-1.56017
h,0.667131,0.144994,0.667131,0.144994,"{'att': 167, 'def': 12}","{'att': 445, 'def': 23}",4,3,2,1,1.8925,w,2020-10-04 13:00:00,1,0,0,3,0.5221370000000001
a,0.8383219999999999,1.43023,0.8383219999999999,1.43023,"{'att': 346, 'def': 17}","{'att': 311, 'def': 23}",3,7,0,1,0.8435999999999999,l,2020-10-17 16:30:00,0,0,1,0,-0.5919079999999999
h,0.73944,0.736172,0.73944,0.736172,"{'att': 264, 'def': 24}","{'att': 367, 'def': 14}",5,2,0,1,1.2724,l,2020-10-25 19:15:00,0,0,1,0,0.0032679999999999376
a,0.998072,0.394113,0.23690300000000003,0.394113,"{'att': 320, 'def': 27}","{'att': 300, 'def': 17}",7,10,1,0,2.0624,w,2020-11-01 16:30:00,1,0,0,3,-0.15721
h,1.39037,1.98553,1.39037,1.98553,"{'att': 169, 'def': 15}","{'att': 331, 'def': 24}",6,16,0,3,0.9461,l,2020-11-08 19:15:00,0,0,1,0,-0.5951599999999999
h,0.8052699999999999,0.849709,0.8052699999999999,0.0885404,"{'att': 89, 'def': 20}","{'att': 247, 'def': 14}",17,2,1,0,1.1601,w,2020-09-21 17:00:00,1,0,0,3,0.7167296000000001
a,2.03222,0.534675,2.03222,0.534675,"{'att': 307, 'def': 33}","{'att': 143, 'def': 24}",10,5,3,0,2.4631,w,2020-09-28 17:00:00,1,0,0,3,1.497545
h,3.07626,1.65705,3.07626,1.65705,"{'att': 365, 'def': 25}","{'att': 119, 'def': 25}",7,18,7,2,2.2569,w,2020-10-04 18:15:00,1,0,0,3,1.41921
a,0.873776,0.6715949999999999,0.873776,0.6715949999999999,"{'att': 212, 'def': 23}","{'att': 210, 'def': 24}",7,4,1,0,1.5291,w,2020-10-18 18:15:00,1,0,0,3,0.20218099999999994
h,1.50125,2.37695,1.50125,2.37695,"{'att': 225, 'def': 17}","{'att': 124, 'def': 34}",7,20,0,3,0.8236000000000001,l,2020-10-23 19:00:00,0,0,1,0,-0.8756999999999999
h,2.44855,1.0033299999999998,1.6873799999999999,1.0033299999999998,"{'att': 161, 'def': 23}","{'att': 164, 'def': 22}",5,2,3,4,2.3854,l,2020-11-01 12:00:00,0,0,1,0,0.68405
a,1.98553,1.39037,1.98553,1.39037,"{'att': 331, 'def': 24}","{'att': 169, 'def': 15}",16,6,3,0,1.8074,w,2020-11-08 19:15:00,1,0,0,3,0.5951599999999999
h,1.44281,1.27062,1.44281,0.509456,"{'att': 271, 'def': 29}","{'att': 292, 'def': 23}",3,6,1,3,1.4766,l,2020-09-14 19:15:00,0,0,1,0,0.933354
a,1.8766,0.520678,1.1154600000000001,0.520678,"{'att': 206, 'def': 19}","{'att': 251, 'def': 21}",3,3,3,0,2.5109,w,2020-09-20 13:00:00,1,0,0,3,0.5947819999999999
h,2.9765900000000003,1.5758299999999998,2.2154599999999998,0.814659,"{'att': 239, 'def': 36}","{'att': 267, 'def': 24}",10,6,2,3,2.3391,l,2020-09-26 11:30:00,0,0,1,0,1.4008010000000002
a,1.1656799999999998,2.3403400000000003,1.1656799999999998,2.3403400000000003,"{'att': 275, 'def': 30}","{'att': 299, 'def': 33}",7,10,2,4,0.5306,l,2020-10-03 14:00:00,0,0,1,0,-1.1746599999999998
a,1.0935,0.761169,1.0935,0.0,"{'att': 147, 'def': 23}","{'att': 299, 'def': 22}",7,1,1,1,1.5263,d,2020-10-18 13:00:00,0,1,0,1,1.0935
h,0.5468069999999999,0.295654,0.5468069999999999,0.295654,"{'att': 257, 'def': 24}","{'att': 274, 'def': 19}",4,4,1,1,1.5782999999999998,d,2020-10-26 17:30:00,0,1,0,1,0.2511530000000001
a,0.324457,1.97236,0.324457,1.21119,"{'att': 207, 'def': 14}","{'att': 287, 'def': 30}",7,3,1,2,0.1922,l,2020-11-01 19:15:00,0,0,1,0,-0.886733
h,1.59022,0.326933,1.59022,0.326933,"{'att': 221, 'def': 22}","{'att': 277, 'def': 20}",16,2,0,0,2.3829,d,2020-11-06 17:30:00,0,1,0,1,1.263287
a,1.52404,0.9873649999999999,1.52404,0.9873649999999999,"{'att': 338, 'def': 21}","{'att': 127, 'def': 17}",6,14,2,4,1.7849,l,2020-09-20 18:00:00,0,0,1,0,0.536675
h,0.347136,0.7066319999999999,0.347136,0.7066319999999999,"{'att': 230, 'def': 28}","{'att': 275, 'def': 20}",9,6,0,1,0.8712,l,2020-09-26 19:00:00,0,0,1,0,-0.35949600000000004
a,0.438849,1.95629,0.438849,1.1951200000000002,"{'att': 226, 'def': 24}","{'att': 249, 'def': 12}",10,4,1,3,0.2523,l,2020-10-03 19:00:00,0,0,1,0,-0.7562709999999999
a,1.08532,0.731692,1.08532,0.731692,"{'att': 253, 'def': 19}","{'att': 165, 'def': 20}",2,3,0,0,1.6791,d,2020-10-19 16:30:00,0,1,0,1,0.35362800000000005
h,0.95045,0.7973439999999999,0.95045,0.7973439999999999,"{'att': 342, 'def': 23}","{'att': 176, 'def': 18}",4,6,0,1,1.4596,l,2020-10-26 20:00:00,0,0,1,0,0.15310599999999994
h,0.407341,1.2307700000000001,0.407341,1.2307700000000001,"{'att': 440, 'def': 26}","{'att': 206, 'def': 23}",1,12,0,3,0.6019,l,2020-10-31 15:00:00,0,0,1,0,-0.8234290000000001
a,0.326933,1.59022,0.326933,1.59022,"{'att': 277, 'def': 20}","{'att': 221, 'def': 22}",2,16,0,0,0.4023,d,2020-11-06 17:30:00,0,1,0,1,-1.263287
a,1.27062,1.44281,0.509456,1.44281,"{'att': 292, 'def': 23}","{'att': 271, 'def': 29}",6,3,3,1,1.2081,w,2020-09-14 19:15:00,1,0,0,3,-0.933354
h,0.904183,2.25211,0.143014,2.25211,"{'att': 414, 'def': 11}","{'att': 366, 'def': 32}",1,13,0,2,0.3666,l,2020-09-20 15:30:00,0,0,1,0,-2.109096
a,2.36046,0.911185,2.36046,0.911185,"{'att': 113, 'def': 25}","{'att': 449, 'def': 11}",12,3,3,3,2.4217000000000004,d,2020-09-26 16:30:00,0,1,0,1,1.4492749999999996
h,2.5143299999999997,0.10324900000000001,0.9919959999999999,0.10324900000000001,"{'att': 138, 'def': 31}","{'att': 440, 'def': 17}",5,2,4,0,2.9262999999999995,w,2020-10-03 11:30:00,1,0,0,3,0.888747
h,1.98708,1.4234799999999999,1.98708,1.4234799999999999,"{'att': 251, 'def': 23}","{'att': 336, 'def': 23}",11,5,3,3,1.8385,d,2020-10-17 14:00:00,0,1,0,1,0.5635999999999999
a,0.219906,0.6484270000000001,0.219906,0.6484270000000001,"{'att': 323, 'def': 22}","{'att': 375, 'def': 17}",1,6,0,0,0.7915,d,2020-10-24 16:30:00,0,1,0,1,-0.428521
a,1.2307700000000001,0.407341,1.2307700000000001,0.407341,"{'att': 206, 'def': 23}","{'att': 440, 'def': 26}",12,1,3,0,2.1067,w,2020-10-31 15:00:00,1,0,0,3,0.8234290000000001
h,2.87622,0.743967,2.87622,0.743967,"{'att': 145, 'def': 10}","{'att': 470, 'def': 16}",14,5,4,1,2.7167,w,2020-11-07 17:30:00,1,0,0,3,2.132253
h,1.3956899999999999,1.2626700000000002,1.3956899999999999,1.2626700000000002,"{'att': 312, 'def': 18}","{'att': 83, 'def': 23}",1,14,1,0,1.4769999999999999,w,2020-09-12 14:00:00,1,0,0,3,0.13302000000000014
a,1.9145599999999998,1.0973700000000002,1.15339,1.0973700000000002,"{'att': 299, 'def': 22}","{'att': 86, 'def': 26}",4,9,3,1,2.0159,w,2020-09-19 16:30:00,1,0,0,3,0.056019999999999966
h,0.443115,2.27189,0.443115,1.51072,"{'att': 349, 'def': 29}","{'att': 168, 'def': 23}",4,3,1,2,0.1947,l,2020-09-26 14:00:00,0,0,1,0,-1.067605
a,0.10324900000000001,2.5143299999999997,0.10324900000000001,0.9919959999999999,"{'att': 440, 'def': 17}","{'att': 138, 'def': 31}",2,5,0,4,0.0397,l,2020-10-03 11:30:00,0,0,1,0,-0.888747
h,0.761169,1.0935,0.0,1.0935,"{'att': 299, 'def': 22}","{'att': 147, 'def': 23}",1,7,1,1,1.1033,d,2020-10-18 13:00:00,0,1,0,1,-1.0935
a,2.81049,1.0525799999999998,2.81049,1.0525799999999998,"{'att': 323, 'def': 15}","{'att': 181, 'def': 29}",9,8,2,1,2.5374000000000003,w,2020-10-24 14:00:00,1,0,0,3,1.7579099999999999
a,0.802767,1.34895,0.802767,1.34895,"{'att': 234, 'def': 14}","{'att': 374, 'def': 27}",4,8,0,2,0.887,l,2020-10-30 20:00:00,0,0,1,0,-0.5461830000000001
h,1.30169,0.8479129999999999,1.30169,0.8479129999999999,"{'att': 352, 'def': 17}","{'att': 152, 'def': 37}",8,6,4,1,1.7482,w,2020-11-07 15:00:00,1,0,0,3,0.45377700000000004
a,1.26793,0.822944,1.26793,0.822944,"{'att': 309, 'def': 19}","{'att': 374, 'def': 33}",5,9,1,0,1.7446000000000002,w,2020-09-13 15:30:00,1,0,0,3,0.444986
h,4.16254,0.315347,4.16254,0.315347,"{'att': 191, 'def': 21}","{'att': 581, 'def': 14}",6,6,5,2,2.9941,w,2020-09-19 11:30:00,1,0,0,3,3.847193
a,2.27189,0.443115,1.51072,0.443115,"{'att': 168, 'def': 23}","{'att': 349, 'def': 29}",3,4,2,1,2.696400000000001,w,2020-09-26 14:00:00,1,0,0,3,1.067605
h,2.3403400000000003,1.1656799999999998,2.3403400000000003,1.1656799999999998,"{'att': 299, 'def': 33}","{'att': 275, 'def': 30}",10,7,4,2,2.2643,w,2020-10-03 14:00:00,1,0,0,3,1.1746599999999998
h,1.35998,2.49492,1.35998,2.49492,"{'att': 282, 'def': 20}","{'att': 218, 'def': 25}",2,13,2,2,0.6754,d,2020-10-17 11:30:00,0,1,0,1,-1.13494
a,0.287054,0.74151,0.287054,0.74151,"{'att': 409, 'def': 35}","{'att': 333, 'def': 24}",6,6,0,2,0.8175000000000001,l,2020-10-25 14:00:00,0,0,1,0,-0.454456
a,1.21805,2.6311,1.21805,1.8699299999999999,"{'att': 211, 'def': 24}","{'att': 411, 'def': 12}",8,5,1,2,0.3915,l,2020-11-01 14:00:00,0,0,1,0,-0.65188
h,0.37646399999999997,1.5964200000000002,0.37646399999999997,1.5964200000000002,"{'att': 254, 'def': 20}","{'att': 319, 'def': 26}",9,7,1,3,0.4138000000000001,l,2020-11-07 12:30:00,0,0,1,0,-1.2199559999999998
h,0.126327,2.1628700000000003,0.126327,2.1628700000000003,"{'att': 425, 'def': 13}","{'att': 307, 'def': 14}",0,11,0,3,0.0587,l,2020-09-12 11:30:00,0,0,1,0,-2.036543
a,1.55503,1.45254,0.793862,0.691368,"{'att': 245, 'def': 26}","{'att': 259, 'def': 34}",4,5,3,4,1.4255,l,2020-09-19 14:00:00,0,0,1,0,0.10249399999999996
h,0.534675,2.03222,0.534675,2.03222,"{'att': 143, 'def': 24}","{'att': 307, 'def': 33}",5,10,0,3,0.3682,l,2020-09-28 17:00:00,0,0,1,0,-1.497545
a,0.9693930000000001,0.89359,0.9693930000000001,0.89359,"{'att': 297, 'def': 14}","{'att': 321, 'def': 22}",6,2,0,1,1.4180000000000001,l,2020-10-04 13:00:00,0,0,1,0,0.07580299999999995
a,1.35611,1.66363,0.594945,0.9024639999999999,"{'att': 216, 'def': 17}","{'att': 349, 'def': 23}",1,1,1,1,1.0473,d,2020-10-18 11:00:00,0,1,0,1,-0.3075190000000001
h,1.0525799999999998,2.81049,1.0525799999999998,2.81049,"{'att': 181, 'def': 29}","{'att': 323, 'def': 15}",8,9,1,2,0.33120000000000005,l,2020-10-24 14:00:00,0,0,1,0,-1.7579099999999999
h,1.62247,0.48268500000000003,1.62247,0.48268500000000003,"{'att': 287, 'def': 23}","{'att': 187, 'def': 37}",4,3,2,0,2.3381,w,2020-11-02 17:30:00,1,0,0,3,1.139785
a,1.84922,1.42614,1.08806,1.42614,"{'att': 303, 'def': 8}","{'att': 222, 'def': 20}",5,6,0,1,1.7197,l,2020-11-07 20:00:00,0,0,1,0,-0.33807999999999994
a,0.269813,3.1541200000000003,0.269813,1.63179,"{'att': 196, 'def': 21}","{'att': 308, 'def': 31}",2,19,3,4,0.0434,l,2020-09-12 16:30:00,0,0,1,0,-1.361977
h,1.45254,1.55503,0.691368,0.793862,"{'att': 259, 'def': 34}","{'att': 245, 'def': 26}",5,4,4,3,1.2608,w,2020-09-19 14:00:00,1,0,0,3,-0.10249399999999996
a,1.46641,1.53278,1.46641,1.53278,"{'att': 152, 'def': 17}","{'att': 335, 'def': 29}",2,11,1,0,1.2819,w,2020-09-27 11:00:00,1,0,0,3,-0.06637000000000004
h,2.56662,1.41533,2.56662,1.41533,"{'att': 188, 'def': 24}","{'att': 273, 'def': 24}",5,10,1,1,2.1571,d,2020-10-03 16:30:00,0,1,0,1,1.15129
h,1.08332,0.6181909999999999,1.08332,0.6181909999999999,"{'att': 132, 'def': 24}","{'att': 312, 'def': 26}",14,2,0,1,1.7533,l,2020-10-19 19:00:00,0,0,1,0,0.465129
a,2.37695,1.50125,2.37695,1.50125,"{'att': 124, 'def': 34}","{'att': 225, 'def': 17}",20,7,3,0,1.9651,w,2020-10-23 19:00:00,1,0,0,3,0.8756999999999999
h,1.74822,3.0765700000000002,1.74822,2.3154,"{'att': 155, 'def': 23}","{'att': 369, 'def': 10}",7,5,1,4,0.5166,l,2020-11-02 20:00:00,0,0,1,0,-0.5671799999999998
a,0.8479129999999999,1.30169,0.8479129999999999,1.30169,"{'att': 152, 'def': 37}","{'att': 352, 'def': 17}",6,8,1,4,0.9598,l,2020-11-07 15:00:00,0,0,1,0,-0.45377700000000004
a,2.95581,0.352997,1.43347,0.352997,"{'att': 179, 'def': 17}","{'att': 363, 'def': 19}",3,6,3,0,2.9074,w,2020-09-13 13:00:00,1,0,0,3,1.080473
h,0.9873649999999999,1.52404,0.9873649999999999,1.52404,"{'att': 127, 'def': 17}","{'att': 338, 'def': 21}",14,6,4,2,0.9512,w,2020-09-20 18:00:00,1,0,0,3,-0.536675
a,2.86721,1.44633,0.583704,1.44633,"{'att': 301, 'def': 12}","{'att': 144, 'def': 27}",3,5,5,2,2.4334,w,2020-09-27 15:30:00,1,0,0,3,-0.8626259999999999
h,0.45602200000000004,2.03227,0.45602200000000004,2.03227,"{'att': 161, 'def': 22}","{'att': 376, 'def': 11}",2,3,0,3,0.3094,l,2020-10-04 11:00:00,0,0,1,0,-1.5762479999999999
h,0.6715949999999999,0.873776,0.6715949999999999,0.873776,"{'att': 210, 'def': 24}","{'att': 212, 'def': 23}",4,7,0,1,1.1142,l,2020-10-18 18:15:00,0,0,1,0,-0.20218099999999994
a,0.736172,0.73944,0.736172,0.73944,"{'att': 367, 'def': 14}","{'att': 264, 'def': 24}",2,5,1,0,1.3486,w,2020-10-25 19:15:00,1,0,0,3,-0.0032679999999999376
a,3.0765700000000002,1.74822,2.3154,1.74822,"{'att': 369, 'def': 10}","{'att': 155, 'def': 23}",5,7,4,1,2.3016,w,2020-11-02 20:00:00,1,0,0,3,0.5671799999999998
h,2.0545,0.57936,0.532166,0.57936,"{'att': 296, 'def': 20}","{'att': 261, 'def': 10}",1,6,1,0,2.5842,w,2020-11-08 14:00:00,1,0,0,3,-0.047193999999999965
h,3.1541200000000003,0.269813,1.63179,0.269813,"{'att': 308, 'def': 31}","{'att': 196, 'def': 21}",19,2,4,3,2.927,w,2020-09-12 16:30:00,1,0,0,3,1.361977
a,2.25211,0.904183,2.25211,0.143014,"{'att': 366, 'def': 32}","{'att': 414, 'def': 11}",13,1,2,0,2.4384,w,2020-09-20 15:30:00,1,0,0,3,2.109096
h,2.73834,1.1781700000000002,2.73834,1.1781700000000002,"{'att': 256, 'def': 29}","{'att': 502, 'def': 14}",11,3,3,1,2.4333000000000005,w,2020-09-28 19:15:00,1,0,0,3,1.56017
a,1.65705,3.07626,1.65705,3.07626,"{'att': 119, 'def': 25}","{'att': 365, 'def': 25}",18,7,2,7,0.5826,l,2020-10-04 18:15:00,0,0,1,0,-1.41921
a,2.49492,1.35998,2.49492,1.35998,"{'att': 218, 'def': 25}","{'att': 282, 'def': 20}",13,2,2,2,2.1289,d,2020-10-17 11:30:00,0,1,0,1,1.13494
h,2.40286,1.39788,2.40286,0.636707,"{'att': 170, 'def': 12}","{'att': 393, 'def': 20}",7,8,2,1,2.1655,w,2020-10-24 19:00:00,1,0,0,3,1.7661529999999999
h,1.56302,0.269048,0.801848,0.269048,"{'att': 159, 'def': 23}","{'att': 460, 'def': 13}",12,0,2,1,2.5596,w,2020-10-31 17:30:00,1,0,0,3,0.5327999999999999
a,1.18789,1.58487,0.42672299999999996,0.8237059999999999,"{'att': 363, 'def': 12}","{'att': 289, 'def': 26}",8,4,1,1,0.9342,d,2020-11-08 16:30:00,0,1,0,1,-0.396983
a,2.07651,0.727677,1.31535,0.727677,"{'att': 228, 'def': 30}","{'att': 430, 'def': 14}",9,3,3,1,2.4074,w,2020-09-21 19:15:00,1,0,0,3,0.587673
h,1.44633,2.86721,1.44633,0.583704,"{'att': 144, 'def': 27}","{'att': 301, 'def': 12}",5,3,2,5,0.4174,l,2020-09-27 15:30:00,0,0,1,0,0.8626259999999999
a,1.41533,2.56662,1.41533,2.56662,"{'att': 273, 'def': 24}","{'att': 188, 'def': 24}",10,5,1,1,0.6604,d,2020-10-03 16:30:00,0,1,0,1,-1.15129
h,1.43023,0.8383219999999999,1.43023,0.8383219999999999,"{'att': 311, 'def': 23}","{'att': 346, 'def': 17}",7,3,1,0,1.8735,w,2020-10-17 16:30:00,1,0,0,3,0.5919079999999999
a,0.8924559999999999,0.263739,0.8924559999999999,0.263739,"{'att': 157, 'def': 12}","{'att': 406, 'def': 20}",13,2,1,1,1.9364,d,2020-10-24 11:30:00,0,1,0,1,0.628717
a,1.8964299999999998,0.6875439999999999,1.8964299999999998,0.6875439999999999,"{'att': 188, 'def': 12}","{'att': 449, 'def': 24}",9,3,1,0,2.3649,w,2020-10-31 12:30:00,1,0,0,3,1.208886
h,1.58487,1.18789,0.8237059999999999,0.42672299999999996,"{'att': 289, 'def': 26}","{'att': 363, 'def': 12}",4,8,1,1,1.7367,d,2020-11-08 16:30:00,0,1,0,1,0.396983
h,1.0973700000000002,1.9145599999999998,1.0973700000000002,1.15339,"{'att': 86, 'def': 26}","{'att': 299, 'def': 22}",9,4,1,3,0.7463000000000001,l,2020-09-19 16:30:00,0,0,1,0,-0.056019999999999966
a,1.5758299999999998,2.9765900000000003,0.814659,2.2154599999999998,"{'att': 267, 'def': 24}","{'att': 239, 'def': 36}",6,10,3,2,0.483,w,2020-09-26 11:30:00,1,0,0,3,-1.4008010000000002
h,0.8734350000000001,3.3017,0.112267,2.54054,"{'att': 477, 'def': 24}","{'att': 227, 'def': 34}",3,8,1,6,0.13019999999999998,l,2020-10-04 15:30:00,0,0,1,0,-2.428273
a,2.21729,0.8674959999999999,1.45612,0.8674959999999999,"{'att': 206, 'def': 34}","{'att': 340, 'def': 28}",12,3,4,1,2.3801,w,2020-10-17 19:00:00,1,0,0,3,0.5886239999999999
h,0.6484270000000001,0.219906,0.6484270000000001,0.219906,"{'att': 375, 'def': 17}","{'att': 323, 'def': 22}",6,1,0,0,1.7338,d,2020-10-24 16:30:00,0,1,0,1,0.428521
h,0.394113,0.998072,0.394113,0.23690300000000003,"{'att': 300, 'def': 17}","{'att': 320, 'def': 27}",10,7,0,1,0.6194,l,2020-11-01 16:30:00,0,0,1,0,0.15721
a,1.5964200000000002,0.37646399999999997,1.5964200000000002,0.37646399999999997,"{'att': 319, 'def': 26}","{'att': 254, 'def': 20}",7,9,3,1,2.3794,w,2020-11-07 12:30:00,1,0,0,3,1.2199559999999998
a,1.6591099999999999,0.8614450000000001,1.6591099999999999,0.8614450000000001,"{'att': 266, 'def': 11}","{'att': 173, 'def': 27}",10,5,2,0,2.0522,w,2020-09-12 19:00:00,1,0,0,3,0.7976650000000001
h,0.520678,1.8766,0.520678,1.1154600000000001,"{'att': 251, 'def': 21}","{'att': 206, 'def': 19}",3,3,0,3,0.3134,l,2020-09-20 13:00:00,0,0,1,0,-0.5947819999999999
a,0.9427260000000001,3.18765,0.181557,3.18765,"{'att': 357, 'def': 10}","{'att': 184, 'def': 19}",4,6,1,1,0.1632,d,2020-09-27 13:00:00,0,1,0,1,-3.006093
h,1.95629,0.438849,1.1951200000000002,0.438849,"{'att': 249, 'def': 12}","{'att': 226, 'def': 24}",4,10,3,1,2.6139,w,2020-10-03 19:00:00,1,0,0,3,0.7562709999999999
h,0.8674959999999999,2.21729,0.8674959999999999,1.45612,"{'att': 340, 'def': 28}","{'att': 206, 'def': 34}",3,12,1,4,0.4247,l,2020-10-17 19:00:00,0,0,1,0,-0.5886239999999999
a,0.253685,0.758626,0.253685,0.758626,"{'att': 407, 'def': 13}","{'att': 265, 'def': 26}",4,5,1,1,0.7813000000000001,d,2020-10-25 16:30:00,0,1,0,1,-0.5049410000000001
h,2.6311,1.21805,1.8699299999999999,1.21805,"{'att': 411, 'def': 12}","{'att': 211, 'def': 24}",5,8,2,1,2.4522,w,2020-11-01 14:00:00,1,0,0,3,0.65188
a,0.17563299999999998,0.985828,0.17563299999999998,0.985828,"{'att': 335, 'def': 20}","{'att': 199, 'def': 35}",0,4,0,2,0.5419,l,2020-11-06 20:00:00,0,0,1,0,-0.810195
h,0.9493159999999999,1.61307,0.9493159999999999,1.61307,"{'att': 247, 'def': 30}","{'att': 188, 'def': 6}",10,3,0,2,0.7955000000000001,l,2020-09-14 17:00:00,0,0,1,0,-0.663754
a,0.849709,0.8052699999999999,0.0885404,0.8052699999999999,"{'att': 247, 'def': 14}","{'att': 89, 'def': 20}",2,17,0,1,1.4646,l,2020-09-21 17:00:00,0,0,1,0,-0.7167296000000001
h,1.53278,1.46641,1.53278,1.46641,"{'att': 335, 'def': 29}","{'att': 152, 'def': 17}",11,2,0,1,1.4471999999999998,l,2020-09-27 11:00:00,0,0,1,0,0.06637000000000004
a,0.144994,0.667131,0.144994,0.667131,"{'att': 445, 'def': 23}","{'att': 167, 'def': 12}",3,4,1,2,0.6579999999999999,l,2020-10-04 13:00:00,0,0,1,0,-0.5221370000000001
h,1.66363,1.35611,0.9024639999999999,0.594945,"{'att': 349, 'def': 23}","{'att': 216, 'def': 17}",1,1,1,1,1.6344,d,2020-10-18 11:00:00,0,1,0,1,0.3075190000000001
a,1.39788,2.40286,0.636707,2.40286,"{'att': 393, 'def': 20}","{'att': 170, 'def': 12}",8,7,1,2,0.6184,l,2020-10-24 19:00:00,0,0,1,0,-1.7661529999999999
h,0.6875439999999999,1.8964299999999998,0.6875439999999999,1.8964299999999998,"{'att': 449, 'def': 24}","{'att': 188, 'def': 12}",3,9,0,1,0.4224,l,2020-10-31 12:30:00,0,0,1,0,-1.208886
a,0.743967,2.87622,0.743967,2.87622,"{'att': 470, 'def': 16}","{'att': 145, 'def': 10}",5,14,1,4,0.1844,l,2020-11-07 17:30:00,0,0,1,0,-2.132253
a,1.2626700000000002,1.3956899999999999,1.2626700000000002,1.3956899999999999,"{'att': 83, 'def': 23}","{'att': 312, 'def': 18}",14,1,0,1,1.2208,l,2020-09-12 14:00:00,0,0,1,0,-0.13302000000000014
h,2.2770799999999998,2.28004,1.51591,2.28004,"{'att': 234, 'def': 27}","{'att': 248, 'def': 23}",4,3,2,5,1.3364,l,2020-09-20 11:00:00,0,0,1,0,-0.76413
a,0.7066319999999999,0.347136,0.7066319999999999,0.347136,"{'att': 275, 'def': 20}","{'att': 230, 'def': 28}",6,9,1,0,1.71,w,2020-09-26 19:00:00,1,0,0,3,0.35949600000000004
