team_id,gw,id,position,multiplier
1186274,12,237,5,1
1186274,12,233,6,2
1186274,12,419,7,1
1186274,12,144,8,1
1186274,12,64,9,1
1186274,12,307,10,1
1186274,12,413,11,1
1186274,12,314,12,0
1186274,12,430,13,0
1186274,12,590,14,0
1186274,12,21,15,0
1186274,13,143,1,1
1186274,13,237,2,1
1186274,13,59,3,1
1186274,13,256,4,1
1186274,13,21,5,1
1186274,13,64,6,1
1186274,13,233,7,2
1186274,13,144,8,1
1186274,13,149,9,1
1186274,13,430,10,1
1186274,13,307,11,1
1186274,13,314,12,0
1186274,13,370,13,0
1186274,13,419,14,0
1186274,13,343,15,0
1186274,14,143,1,1
1186274,14,237,2,1
1186274,14,256,3,1
1186274,14,370,4,1
1186274,14,21,5,1
1186274,14,233,6,2
1186274,14,419,7,1
1186274,14,144,8,1
1186274,14,149,9,1
1186274,14,430,10,1
1186274,14,307,11,1
1186274,14,314,12,0
1186274,14,142,13,0
1186274,14,64,14,0
1186274,14,59,15,0
1186274,15,143,1,1
1186274,15,237,2,1
1186274,15,142,3,1
1186274,15,256,4,1
1186274,15,370,5,1
1186274,15,233,6,2
1186274,15,240,7,1
1186274,15,144,8,1
1186274,15,64,9,1
1186274,15,430,10,1
1186274,15,149,11,1
1186274,15,314,12,0
1186274,15,21,13,0
1186274,15,78,14,0
1186274,15,59,15,0
1186274,16,143,1,1
1186274,16,256,2,1
1186274,16,237,3,1
1186274,16,142,4,1
1186274,16,233,5,2
1186274,16,144,6,1
1186274,16,240,7,1
1186274,16,21,8,1
1186274,16,261,9,1
1186274,16,111,10,1
1186274,16,430,11,1
1186274,16,314,12,0
1186274,16,78,13,0
1186274,16,370,14,0
1186274,16,59,15,0
1186274,17,143,1,1
1186274,17,256,2,1
1186274,17,237,3,1
1186274,17,142,4,1
1186274,17,233,5,2
1186274,17,144,6,1
1186274,17,240,7,1
1186274,17,21,8,1
1186274,17,261,9,1
1186274,17,111,10,1
1186274,17,430,11,1
1186274,17,314,12,0
1186274,17,78,13,0
1186274,17,370,14,0
1186274,17,59,15,0
1186274,18,143,1,1
1186274,18,256,2,1
1186274,18,237,3,1
1186274,18,142,4,1
1186274,18,431,5,1
1186274,18,370,6,1
1186274,18,233,7,2
1186274,18,240,8,1
1186274,18,21,9,1
1186274,18,261,10,1
1186274,18,430,11,1
1186274,18,314,12,0
1186274,18,111,13,0
1186274,18,144,14,0
1186274,18,586,15,0
1186274,19,143,1,1
1186274,19,256,2,1
1186274,19,127,3,1
1186274,19,262,4,1
1186274,19,370,5,1
1186274,19,22,6,1
1186274,19,359,7,2
1186274,19,21,8,1
1186274,19,261,9,1
1186274,19,6,10,1
1186274,19,63,11,1
1186274,19,314,12,0
1186274,19,142,13,0
1186274,19,144,14,0
1186274,19,586,15,0
1186274,20,143,1,1
1186274,20,237,2,1
1186274,20,142,3,1
1186274,20,256,4,1
1186274,20,370,5,1
1186274,20,261,6,1
1186274,20,233,7,2
1186274,20,240,8,1
1186274,20,111,9,1
1186274,20,413,10,1
1186274,20,586,11,1
1186274,20,314,12,0
1186274,20,144,13,0
1186274,20,431,14,0
1186274,20,21,15,0
1186274,21,143,1,1
1186274,21,256,2,1
1186274,21,237,3,1
1186274,21,431,4,1
1186274,21,370,5,1
1186274,21,233,6,1
1186274,21,261,7,1
1186274,21,422,8,1
1186274,21,21,9,1
1186274,21,413,10,2
1186274,21,586,11,1
1186274,21,314,12,0
1186274,21,240,13,0
1186274,21,142,14,0
1186274,21,111,15,0
1186274,22,129,1,1
1186274,22,237,2,1
1186274,22,256,3,1
1186274,22,122,4,2
1186274,22,370,5,1
1186274,22,212,6,1
1186274,22,261,7,1
1186274,22,422,8,1
1186274,22,240,9,1
1186274,22,413,10,1
1186274,22,586,11,1
1186274,22,314,12,0
1186274,22,21,13,0
1186274,22,142,14,0
1186274,22,111,15,0
1186274,23,129,1,1
1186274,23,237,2,1
1186274,23,122,3,2
1186274,23,256,4,1
1186274,23,21,5,1
1186274,23,261,6,1
1186274,23,212,7,1
1186274,23,240,8,1
1186274,23,422,9,1
1186274,23,413,10,1
1186274,23,586,11,1
1186274,23,314,12,0
1186274,23,370,13,0
1186274,23,142,14,0
1186274,23,111,15,0
1186274,24,112,1,1
1186274,24,237,2,1
1186274,24,256,3,1
1186274,24,370,4,1
1186274,24,212,5,1
1186274,24,261,6,1
1186274,24,422,7,1
1186274,24,240,8,1
1186274,24,21,9,1
1186274,24,307,10,1
1186274,24,586,11,2
1186274,24,129,12,0
1186274,24,413,13,0
1186274,24,142,14,0
1186274,24,122,15,0
1186274,25,112,1,1
1186274,25,237,2,1
1186274,25,256,3,1
1186274,25,370,4,1
1186274,25,261,5,1
1186274,25,212,6,1
1186274,25,240,7,1
1186274,25,422,8,1
1186274,25,413,9,1
1186274,25,307,10,1
1186274,25,586,11,2
1186274,25,129,12,0
1186274,25,21,13,0
1186274,25,142,14,0
1186274,25,122,15,0
1274192,1,30,1,1
1274192,1,229,2,1
1274192,1,168,3,1
1274192,1,340,4,1
1274192,1,59,5,1
1274192,1,212,6,1
1274192,1,240,7,1
1274192,1,233,8,2
1274192,1,215,9,1
1274192,1,337,10,1
1274192,1,180,11,1
1274192,1,170,12,0
1274192,1,78,13,0
1274192,1,123,14,0
1274192,1,273,15,0
1274192,2,30,1,1
1274192,2,229,2,1
1274192,2,59,3,1
1274192,2,273,4,1
1274192,2,168,5,1
1274192,2,35,6,1
1274192,2,240,7,1
1274192,2,233,8,2
1274192,2,215,9,1
1274192,2,337,10,1
1274192,2,180,11,1
1274192,2,170,12,0
1274192,2,78,13,0
1274192,2,340,14,0
1274192,2,123,15,0
1274192,3,30,1,1
1274192,3,273,2,1
1274192,3,59,3,1
1274192,3,229,4,1
1274192,3,168,5,1
1274192,3,240,6,1
1274192,3,215,7,1
1274192,3,233,8,2
1274192,3,78,9,1
1274192,3,337,10,1
1274192,3,180,11,1
1274192,3,170,12,0
1274192,3,340,13,0
1274192,3,35,14,0
1274192,3,123,15,0
1274192,4,80,1,1
1274192,4,76,2,1
1274192,4,237,3,1
1274192,4,259,4,1
1274192,4,33,5,1
1274192,4,240,6,1
1274192,4,289,7,1
1274192,4,268,8,1
1274192,4,272,9,1
1274192,4,413,10,1
1274192,4,579,11,2
1274192,4,353,12,0
1274192,4,450,13,0
1274192,4,245,14,0
1274192,4,56,15,0
1274192,5,80,1,1
1274192,5,56,2,1
1274192,5,76,3,1
1274192,5,245,4,1
1274192,5,33,5,1
1274192,5,240,6,1
1274192,5,289,7,1
1274192,5,272,8,1
1274192,5,450,9,1
1274192,5,189,10,1
